word	code	tags	ToRCH-freq
乌尔里希	qqjq	ⓦ/ⓣ	1
乌烟瘴气	qour	★/➆/ⓣ	2
乌飞兔走	qnqf	➆/ⓣ	0
乌鲁木齐	qqsy	★/ⓦ/ⓣ	25
乍暖还寒	tjgp	★/ⓣ	0
乏善可陈	tusb	➆/ⓣ	0
乐不可支	qgsf	★/➆/ⓣ	0
乐不思蜀	qgll	★/➆/ⓦ/ⓣ	0
乐于助人	qgew	ⓣ	6
乐善好施	quvy	★/➆/ⓣ	5
乐在其中	qdak	ⓣ	0
乐天知命	qgtw	★/➆/ⓣ	1
乐山乐水	qmqi	ⓣ	0
乐极生悲	qstd	★/➆/ⓣ	1
乐此不倦	qhgw	➆/ⓣ	0
乐此不疲	qhgu	★/➆/ⓣ	14
乐而忘返	qdyr	★/ⓣ	0
乐观主义	qcyy	★/ⓦ/ⓣ	2
乐观其成	qcad	➆/ⓣ	0
乒乒乓乓	rrrr	ⓣ	1
乒乓外交	rrqu	ⓦ/ⓣ	4
乒乓球队	rrgb	ⓦ/ⓣ	8
乔姆斯基	tvaa	ⓦ/ⓣ	0
乔装打扮	turr	ⓦ/ⓣ	2
乔迁之喜	ttpf	★/ⓣ	1
乘人之危	twpq	★/➆/ⓣ	3
乘兴而来	tidg	ⓣ	1
乘其不备	tagt	ⓣ	1
乘虚而入	thdt	★/ⓣ	2
乘风破浪	tmdi	★/➆/ⓦ/ⓣ	8
乘龙快婿	tdnv	★/ⓦ/ⓣ	0
九三学社	vdip	ⓦ/ⓣ	1
九九归一	vvjg	★/➆/ⓣ	1
九九归原	vvjd	➆/ⓣ	0
九儒十丐	vwfg	ⓣ	1
九十年代	vfrw	ⓦ/ⓣ	3
九天九地	vgvf	➆/ⓣ	0
九宫格儿	vpsq	➆	0
九死一生	vggt	★/➆/ⓣ	3
九泉之下	vrpg	ⓣ	1
九流三教	vidf	➆/ⓣ	0
九牛一毛	vrgt	★/➆/ⓣ	1
九章算术	vuts	ⓦ/ⓣ	3
九阴真经	vbfx	ⓦ/ⓣ	0
九霄云外	vffq	★/➆/ⓦ/ⓣ	0
九龙坡区	vdfa	ⓦ/ⓣ	1
乞哀告怜	tytn	➆/ⓣ	0
也就是说	byjy	★	139
习与性成	ngnd	➆/ⓣ	0
习以为常	nnyi	★/➆/ⓣ	17
习焉不察	nggp	➆/ⓣ	0
习而不察	ndgp	➆/ⓣ	0
习非成是	nddj	➆/ⓣ	0
乡土气息	xfrt	★/ⓣ	4
乡巴佬儿	xcwq	★/➆	0
乡村人口	xswk	ⓦ/ⓣ	0
乡规民约	xfnx	★/➆/ⓣ	0
乡镇企业	xqwo	➆/ⓦ/ⓣ	2
书归正传	njgw	★/ⓣ	0
书法作品	niwk	ⓦ/ⓣ	1
书生之见	ntpm	ⓣ	1
书面形式	ndga	ⓣ	0
书面报告	ndrt	ⓣ	1
书香门第	ntut	★/ⓣ	10
买一送一	ngug	ⓦ/ⓣ	0
买办资本	nlus	➆/ⓣ	0
买卖双方	nfcy	ⓣ	0
买卖合同	nfwm	ⓣ	0
买方市场	nyyf	★/➆/ⓣ	0
买椟还珠	nsgg	★/➆/ⓣ	0
买空卖空	npfp	★/➆/ⓦ/ⓣ	0
乱七八糟	tawo	★/➆/ⓣ	18
乱了方寸	tbyf	ⓣ	1
乱作一团	twgl	★/ⓣ	0
乱成一团	tdgl	ⓣ	2
乱砍乱伐	tdtw	ⓣ	0
乱砍滥伐	tdiw	★/ⓣ	0
乱臣贼子	tamb	★/ⓣ	0
乱葬岗子	tamb	➆/ⓣ	0
乳臭未干	etff	★/➆/ⓣ	1
乾隆皇帝	fbru	ⓦ/ⓣ	0
了如指掌	bvri	★/➆/ⓣ	8
了无生趣	bftf	ⓣ	0
了然于心	bqgn	ⓣ	1
予人口实	cwkp	➆/ⓣ	0
予以考虑	cnfh	ⓣ	1
予取予求	cbcf	➆/ⓣ	0
争先恐后	qtar	★/➆/ⓣ	5
争分夺秒	qwdt	★/➆/ⓦ/ⓣ	2
争名夺利	qqdt	★/ⓣ	2
争奇斗艳	qdud	★/➆/ⓣ	3
争强好胜	qxve	★/ⓣ	1
争执不下	qrgg	ⓣ	0
争权夺利	qsdt	★/➆/ⓣ	0
争议地区	qyfa	ⓦ/ⓣ	0
争论不休	qygw	ⓣ	3
争长论短	qtyt	★/ⓣ	0
争风吃醋	qmks	★/➆/ⓣ	1
事不关己	ggun	ⓣ	3
事不宜迟	ggpn	★/ⓣ	2
事不过三	ggfd	ⓣ	1
事与愿违	ggdf	★/➆/ⓣ	8
事业单位	gouw	★/➆/ⓦ/ⓣ	30
事业成功	goda	ⓣ	0
事业有成	godd	ⓣ	6
事倍功半	gwau	★/➆/ⓣ	0
事出有因	gbdl	★/➆/ⓣ	3
事到临头	ggju	★/ⓣ	0
事到如今	ggvw	ⓣ	1
事务主义	gtyy	➆/ⓣ	1
事半功倍	guaw	★/➆/ⓣ	9
事在人为	gdwy	★/➆/ⓣ	2
事实如此	gpvh	ⓣ	0
事实清楚	gpis	ⓣ	0
事实真相	gpfs	ⓣ	0
事实证明	gpyj	ⓣ	3
事已至此	gngh	ⓣ	2
事必躬亲	gntu	★/➆/ⓣ	0
事故现场	gdgf	ⓣ	0
事无巨细	gfax	★/ⓣ	5
事过境迁	gfft	★/➆/ⓣ	0
二中全会	fkww	ⓣ	1
二人世界	fwal	➆/ⓣ	0
二分之一	fwpg	ⓦ/ⓣ	3
二十一日	ffgj	ⓣ	2
二十七日	ffaj	ⓣ	4
二十三日	ffdj	ⓣ	3
二十世纪	ffax	ⓦ/ⓣ	3
二十九日	ffvj	ⓣ	4
二十二日	fffj	ⓣ	3
二十五史	ffgk	➆/ⓦ/ⓣ	0
二十五岁	ffgm	ⓦ/ⓣ	1
二十五年	ffgr	ⓣ	1
二十五日	ffgj	ⓣ	4
二十八宿	ffwp	➆/ⓦ/ⓣ	0
二十八日	ffwj	ⓣ	3
二十六日	ffuj	ⓣ	2
二十几岁	ffmm	ⓣ	0
二十几年	ffmr	ⓣ	0
二十分钟	ffwq	ⓣ	0
二十四史	fflk	➆/ⓦ/ⓣ	1
二十四日	fflj	ⓣ	1
二十多个	ffqw	ⓣ	0
二十多天	ffqg	ⓣ	0
二十多岁	ffqm	ⓣ	0
二十多年	ffqr	ⓣ	3
二室一厅	fpgd	ⓣ	1
二手市场	fryf	ⓦ/ⓣ	0
二板市场	fsyf	➆/ⓦ/ⓣ	0
二次大战	fudh	ⓦ/ⓣ	3
二次开发	fugn	ⓣ	0
二次方程	fuyt	ⓦ/ⓣ	0
二次能源	fuci	★/➆/ⓦ/ⓣ	0
二次革命	fuaw	ⓦ/ⓣ	1
二氧化氮	frwr	➆/ⓦ/ⓣ	1
二氧化硅	frwd	➆/ⓦ/ⓣ	0
二氧化硫	frwd	★/➆/ⓦ/ⓣ	12
二氧化碳	frwd	★/➆/ⓦ/ⓣ	94
二泉映月	frje	ⓦ/ⓣ	1
二话不说	fygy	★/ⓣ	5
二话没说	fyiy	★/ⓣ	3
二道贩子	fumb	★/➆/ⓣ	0
于事无补	ggfp	★/ⓣ	4
于心不忍	gngv	★/ⓣ	6
于法无据	gifr	ⓣ	0
云兴霞蔚	fifa	➆/ⓣ	0
云南昆明	ffjj	ⓣ	1
云卷云舒	fufw	ⓣ	0
云山雾罩	fmfl	★/➆/ⓣ	1
云散风流	fami	➆/ⓣ	0
云泥之别	fipk	➆/ⓣ	0
云消雾散	fifa	★/➆/ⓣ	0
云淡风轻	fiml	ⓣ	3
云蒸霞蔚	fafa	★/➆/ⓣ	0
云谲波诡	fyiy	➆/ⓣ	0
云遮雾障	fyfb	★/ⓣ	0
云里雾里	fjfj	➆/ⓣ	1
云霄飞车	ffnl	ⓦ/ⓣ	0
互不相让	ggsy	ⓣ	1
互利互惠	gtgg	ⓣ	2
互帮互助	gdge	ⓣ	2
互惠互利	gggt	★/ⓣ	3
互敬互爱	gage	★/ⓣ	0
互相关心	gsun	ⓣ	1
互相照顾	gsjd	ⓣ	0
互联互通	gbgc	ⓦ/ⓣ	2
互联网络	gbmx	ⓦ/ⓣ	1
互谅互让	gygy	★	0
互通有无	gcdf	★/ⓣ	3
五七干校	gafs	★/ⓦ/ⓣ	1
五中全会	gkww	ⓣ	1
五代十国	gwfl	★/ⓦ/ⓣ	2
五位一体	gwgw	ⓦ/ⓣ	0
五体投地	gwrf	★/➆/ⓣ	3
五光十色	gifq	★/➆/ⓣ	1
五内俱焚	gmws	➆/ⓣ	0
五分之一	gwpg	ⓣ	3
五劳七伤	gaaw	➆/ⓣ	0
五十年代	gfrw	ⓦ/ⓣ	2
五卅运动	ggff	➆/ⓦ/ⓣ	1
五味杂陈	gkvb	➆/ⓣ	0
五四运动	glff	★/➆/ⓦ/ⓣ	16
五大三粗	gddo	★/➆/ⓣ	3
五子登科	gbwt	ⓦ/ⓣ	1
五官端正	gpug	ⓣ	1
五年计划	grya	ⓦ/ⓣ	3
五彩斑斓	gegy	ⓣ	3
五彩缤纷	gexx	★/➆/ⓣ	3
五斗米道	guou	➆/ⓦ/ⓣ	1
五方杂处	gyvt	★/➆/ⓣ	0
五日京兆	gjyi	➆/ⓣ	0
五星红旗	gjxy	★/➆/ⓦ/ⓣ	11
五洲四海	gili	★/ⓣ	0
五湖四海	gili	★/➆/ⓦ/ⓣ	10
五短身材	gtts	★/➆/ⓣ	0
五脏六腑	geue	★/ⓦ/ⓣ	4
五花八门	gawu	★/➆/ⓣ	13
五花大绑	gadx	★/➆/ⓣ	2
五行八作	gtww	★/➆/ⓣ	0
五角大楼	gqds	★/➆/ⓦ/ⓣ	4
五讲四美	gylu	★/➆/ⓦ/ⓣ	0
五谷丰登	gwdw	★/ⓣ	1
五谷杂粮	gwvo	★/ⓣ	0
五雷轰顶	gfls	★/➆/ⓣ	2
五音不全	gugw	ⓣ	1
五颜六色	guuq	★/➆/ⓣ	11
五马分尸	gcwn	★/➆/ⓦ/ⓣ	0
五黄六月	gaue	➆/ⓣ	0
井井有条	ffdt	★/➆/ⓣ	2
井底之蛙	fypj	★/➆/ⓦ/ⓣ	0
井然有序	fqdy	ⓣ	7
亘古不变	gdgy	ⓣ	1
亘古未有	gdfd	ⓣ	1
亚历山大	gdmd	ⓦ/ⓣ	3
亚太地区	gdfa	★/ⓦ/ⓣ	16
亚欧大陆	gadb	ⓦ/ⓣ	7
亚洲纪录	gixv	ⓦ/ⓣ	0
亚特兰大	gtud	ⓦ/ⓣ	2
亚硝酸钠	gdsq	ⓦ/ⓣ	9
亚美尼亚	gung	ⓦ/ⓣ	0
亚马逊河	gcbi	ⓦ/ⓣ	1
亟待解决	btqu	ⓣ	0
亡命之徒	ywpt	★/ⓦ/ⓣ	1
亡羊补牢	yupp	★/➆/ⓣ	0
亡魂丧胆	yffe	➆/ⓣ	0
交互作用	ugwe	ⓦ/ⓣ	1
交互技术	ugrs	ⓣ	0
交付使用	uwwe	ⓣ	3
交叉感染	ucdi	★/ⓦ/ⓣ	1
交叉科学	ucti	★/ⓦ/ⓣ	0
交叉路口	uckk	ⓦ/ⓣ	1
交口称赞	uktt	ⓣ	2
交响乐团	ukql	ⓦ/ⓣ	26
交响音乐	ukuq	ⓣ	1
交头接耳	uurb	★/➆/ⓣ	5
交感神经	udpx	➆/ⓦ/ⓣ	0
交换价值	urww	★/➆/ⓦ/ⓣ	0
交换意见	urum	ⓣ	0
交接仪式	urwa	ⓣ	0
交易中心	ujkn	ⓣ	0
交易市场	ujyf	ⓣ	0
交易成本	ujds	ⓦ/ⓣ	0
交易方式	ujya	ⓣ	0
交易系统	ujtx	ⓣ	0
交易规则	ujfm	ⓣ	0
交流中心	uikn	ⓣ	0
交相辉映	usij	★/➆/ⓣ	6
交通事故	ucgd	ⓦ/ⓣ	10
交通堵塞	ucfp	ⓦ/ⓣ	0
交通工具	ucah	➆/ⓦ/ⓣ	10
交通拥堵	ucrf	ⓦ/ⓣ	0
交通枢纽	ucsx	ⓦ/ⓣ	9
交通流量	ucij	ⓦ/ⓣ	0
交通管理	uctg	ⓦ/ⓣ	0
交通网络	ucmx	ⓣ	0
交通警察	ucap	★/➆/ⓦ/ⓣ	0
交通运输	ucfl	ⓦ/ⓣ	0
亦庄亦谐	yyyy	★/➆/ⓣ	0
亦正亦邪	ygya	ⓣ	0
亦步亦趋	yhyf	★/➆/ⓣ	3
亦能覆舟	ycst	ⓣ	0
产业基地	uoaf	ⓣ	0
产业工人	uoaw	➆/ⓣ	4
产业政策	uogt	ⓦ/ⓣ	1
产业结构	uoxs	ⓦ/ⓣ	2
产业资本	uous	ⓣ	4
产业革命	uoaw	➆/ⓦ/ⓣ	10
产品名称	ukqt	ⓣ	1
产品开发	ukgn	ⓦ/ⓣ	4
产品检验	uksc	ⓣ	0
产品设计	ukyy	ⓦ/ⓣ	1
产品质量	ukrj	ⓣ	0
产品销售	ukqw	ⓣ	0
产经新闻	uxuu	ⓦ/ⓣ	1
产褥感染	updi	➆/ⓦ/ⓣ	0
享乐主义	yqyy	➆/ⓦ/ⓣ	4
享受在后	yedr	ⓣ	0
享有盛名	yddq	ⓣ	1
享有盛誉	yddi	ⓣ	3
京韵大鼓	yudf	★/➆/ⓦ/ⓣ	0
亭亭玉立	yygu	★/➆/ⓣ	2
亭台楼榭	ycss	ⓣ	1
亭台楼阁	ycsu	★/ⓦ/ⓣ	4
亲力亲为	uluy	➆/ⓦ/ⓣ	0
亲如一家	uvgp	ⓣ	0
亲如兄弟	uvku	ⓣ	1
亲子关系	ubut	ⓦ/ⓣ	0
亲子活动	ubif	ⓣ	0
亲子鉴定	ubjp	★/➆/ⓦ/ⓣ	0
亲密关系	uput	ⓦ/ⓣ	1
亲密无间	upfu	★/ⓣ	2
亲戚朋友	uded	ⓣ	0
亲朋好友	uevd	ⓣ	7
亲痛仇快	uuwn	➆/ⓣ	0
亲眼目睹	uhhh	ⓣ	10
亲笔签名	uttq	ⓦ/ⓣ	0
亲身经历	utxd	ⓣ	2
人丁兴旺	wsij	★/ⓣ	1
人与自然	wgtq	ⓦ/ⓣ	0
人之常情	wpin	★/ⓣ	2
人事不省	wggi	ⓣ	1
人事管理	wgtg	ⓦ/ⓣ	0
人云亦云	wfyf	★/➆/ⓦ/ⓣ	2
人亡政息	wygt	➆/ⓣ	0
人人喊打	wwkr	ⓣ	1
人人平等	wwgt	ⓦ/ⓣ	0
人人有责	wwdg	ⓣ	0
人人皆知	wwxt	ⓣ	7
人人自危	wwtq	ⓣ	2
人以群分	wnvw	ⓣ	1
人仰马翻	wwct	★/➆/ⓣ	1
人体器官	wwkp	ⓦ/ⓣ	0
人体炸弹	wwox	★/➆/ⓣ	0
人到中年	wgkr	ⓦ/ⓣ	1
人前人后	wuwr	★/ⓣ	1
人力资源	wlui	➆/ⓦ/ⓣ	36
人去楼空	wfsp	ⓣ	3
人口数量	wkoj	ⓣ	1
人口普查	wkus	ⓦ/ⓣ	1
人各有志	wtdf	★/ⓣ	0
人员伤亡	wkwy	ⓣ	0
人员编制	wkxr	ⓣ	1
人员选拔	wktr	ⓣ	0
人命关天	wwug	★/➆/ⓣ	5
人困马乏	wlct	★/➆/ⓣ	0
人地生疏	wftn	★/➆/ⓣ	0
人均收入	wfnt	ⓦ/ⓣ	3
人声鼎沸	wfhi	➆/ⓣ	6
人外有人	wqdw	ⓣ	0
人多势众	wqrw	★/ⓣ	4
人多嘴杂	wqkv	★/ⓣ	0
人大代表	wdwg	ⓦ/ⓣ	36
人大附中	wdbk	ⓦ/ⓣ	0
人头攒动	wurf	ⓣ	11
人定胜天	wpeg	★/➆/ⓣ	2
人寿保险	wdwb	➆/ⓦ/ⓣ	5
人寿年丰	wdrd	★/➆/ⓣ	0
人尽其才	wnaf	★/ⓣ	2
人尽皆知	wnxt	ⓦ/ⓣ	1
人山人海	wmwi	★/➆/ⓦ/ⓣ	4
人工制品	wark	ⓣ	0
人工合成	wawd	ⓦ/ⓣ	0
人工呼吸	wakk	★/➆/ⓦ/ⓣ	5
人工授精	waro	★/➆/ⓦ/ⓣ	1
人工智能	watc	★/➆/ⓦ/ⓣ	264
人工模拟	wasr	ⓣ	0
人工流产	waiu	★/➆/ⓦ/ⓣ	3
人工降水	wabi	➆/ⓦ/ⓣ	0
人工降雨	wabf	★/ⓦ/ⓣ	0
人微言轻	wtyl	★/➆/ⓣ	1
人心不古	wngd	★/➆/ⓣ	0
人心向背	wntu	★/ⓣ	1
人心惶惶	wnnn	★/ⓣ	3
人心所向	wnrt	★/ⓣ	1
人性本善	wnsu	ⓦ/ⓣ	1
人情世故	wnad	★/➆/ⓣ	1
人情味儿	wnkq	★/ⓣ	0
人所不齿	wrgh	★/ⓣ	0
人所共知	wrat	★/ⓣ	1
人才交流	wfui	ⓣ	0
人才培养	wffu	ⓣ	0
人才市场	wfyf	★/➆/ⓦ/ⓣ	0
人才流动	wfif	ⓣ	0
人才济济	wfii	★/ⓣ	2
人才资源	wfui	ⓣ	0
人才辈出	wfdb	★/ⓣ	8
人文主义	wyyy	➆/ⓦ/ⓣ	4
人文关怀	wyun	ⓣ	1
人文地理	wyfg	ⓦ/ⓣ	1
人文学院	wyib	ⓣ	2
人文景观	wyjc	ⓣ	1
人文环境	wygf	ⓣ	1
人文科学	wyti	★/➆/ⓦ/ⓣ	8
人文精神	wyop	➆/ⓦ/ⓣ	1
人本主义	wsyy	ⓦ/ⓣ	1
人机交互	wsug	ⓦ/ⓣ	2
人机对话	wscy	★/ⓣ	1
人机界面	wsld	➆/ⓦ/ⓣ	1
人来人往	wgwt	★/ⓣ	7
人杰地灵	wsfv	★/➆/ⓣ	6
人格尊严	wsug	ⓣ	0
人格特质	wstr	ⓦ/ⓣ	0
人格魅力	wsrl	ⓣ	0
人模狗样	wsqs	★/➆/ⓣ	0
人欢马叫	wcck	★/ⓣ	0
人民代表	wnwg	ⓦ/ⓣ	1
人民公社	wnwp	★/➆/ⓦ/ⓣ	7
人民军队	wnpb	ⓦ/ⓣ	2
人民团体	wnlw	★/➆/ⓦ/ⓣ	6
人民大众	wndw	ⓣ	2
人民大学	wndi	ⓦ/ⓣ	0
人民战争	wnhq	★/➆/ⓦ/ⓣ	1
人民政协	wngf	ⓦ/ⓣ	42
人民政府	wngy	★/➆/ⓦ/ⓣ	203
人民日报	wnjr	ⓦ/ⓣ	97
人民武装	wngu	➆/ⓣ	0
人民法院	wnib	★/➆/ⓦ/ⓣ	50
人民群众	wnvw	ⓦ/ⓣ	125
人民警察	wnap	➆/ⓦ/ⓣ	8
人民银行	wnqt	ⓦ/ⓣ	1
人浮于事	wigg	★/➆/ⓣ	0
人海战术	wihs	★/➆/ⓦ/ⓣ	0
人满为患	wiyk	★/ⓣ	6
人烟稀少	woti	ⓣ	4
人物周刊	wtmf	ⓦ/ⓣ	0
人物形象	wtgq	ⓣ	0
人物性格	wtns	ⓣ	0
人生价值	wtww	ⓣ	1
人生哲学	wtri	ⓦ/ⓣ	0
人生在世	wtda	ⓣ	3
人生态度	wtdy	ⓣ	0
人生目标	wths	ⓣ	0
人生道路	wtuk	ⓣ	0
人皆有之	wxdp	ⓣ	1
人类学家	woip	ⓦ/ⓣ	5
人类文明	woyj	ⓦ/ⓣ	0
人老珠黄	wfga	★/➆/ⓣ	2
人肉搜索	wmrf	➆/ⓦ/ⓣ	0
人脸识别	weyk	ⓦ/ⓣ	0
人莫予毒	wacg	➆/ⓣ	0
人行横道	wtsu	★/➆/ⓦ/ⓣ	2
人见人爱	wmwe	ⓣ	1
人言可畏	wysl	★/ⓣ	2
人赃俱获	wmwa	★/ⓣ	0
人身事故	wtgd	➆/ⓣ	0
人身保险	wtwb	★/➆/ⓦ/ⓣ	0
人身安全	wtpw	ⓣ	0
人身攻击	wtaf	ⓦ/ⓣ	0
人身自由	wttm	★/➆/ⓦ/ⓣ	2
人迹罕至	wypg	★/ⓣ	3
人造卫星	wtbj	★/➆/ⓦ/ⓣ	11
人造石油	wtdi	➆/ⓣ	0
人造纤维	wtxx	★/➆/ⓦ/ⓣ	0
人造行星	wttj	➆/ⓣ	0
人道主义	wuyy	★/➆/ⓦ/ⓣ	9
人间地狱	wufq	ⓦ/ⓣ	2
人间天堂	wugi	ⓣ	0
人间正道	wugu	ⓣ	0
人间烟火	wuoo	ⓦ/ⓣ	1
人间蒸发	wuan	➆/ⓦ/ⓣ	0
人防工程	wbat	★/ⓦ/ⓣ	0
人际交往	wbut	ⓦ/ⓣ	1
人际关系	wbut	ⓦ/ⓣ	45
人面兽心	wdun	★/➆/ⓦ/ⓣ	0
人高马大	wycd	★/ⓣ	3
亿万人民	wdwn	ⓣ	6
亿万富翁	wdpw	ⓦ/ⓣ	2
亿万富豪	wdpy	ⓦ/ⓣ	2
亿万斯年	wdar	★/➆/ⓣ	0
亿千瓦时	wtgj	ⓣ	0
亿立方米	wuyo	ⓣ	0
什不闲儿	wguq	➆	0
什么游戏	wtic	ⓣ	0
仁义之师	wypj	★/ⓣ	0
仁义道德	wyut	★/ⓣ	0
仁人君子	wwvb	★/➆/ⓣ	0
仁人志士	wwff	★/➆/ⓣ	4
仁者见仁	wfmw	ⓣ	1
仁至义尽	wgyn	★/➆/ⓣ	2
仅供参考	wwcf	ⓦ/ⓣ	1
仅此而已	whdn	ⓣ	3
今冬明春	wtjd	ⓣ	0
今天上午	wght	ⓣ	0
今天下午	wggt	ⓣ	1
今天天气	wggr	ⓣ	0
今年以来	wrng	ⓣ	0
今年年初	wrrp	ⓣ	1
今年年底	wrry	ⓣ	0
今明两年	wjgr	ⓣ	0
今生今世	wtwa	★/ⓣ	1
今非昔比	wdax	★/ⓦ/ⓣ	5
从一而终	wgdx	★/ⓣ	0
从业人员	wowk	ⓣ	0
从东向西	wats	ⓣ	0
从严治党	wgii	ⓣ	0
从中作梗	wkws	ⓣ	1
从井救人	wffw	➆/ⓣ	0
从今以后	wwnr	ⓦ/ⓣ	1
从今天起	wwgf	ⓣ	0
从今往后	wwtr	ⓣ	1
从何下手	wwgr	ⓣ	0
从何而来	wwdg	ⓣ	1
从北向南	wutf	ⓣ	0
从南到北	wfgu	ⓣ	0
从古到今	wdgw	ⓣ	1
从古至今	wdgw	ⓣ	4
从右到左	wdgd	ⓣ	0
从善如流	wuvi	★/➆/ⓣ	0
从天而降	wgdb	★/ⓦ/ⓣ	5
从头到尾	wugn	ⓣ	9
从头开始	wugv	ⓣ	0
从头至尾	wugn	ⓣ	3
从始至终	wvgx	ⓣ	3
从容不迫	wpgr	★/➆/ⓣ	6
从容应对	wpyc	ⓣ	0
从宽处理	wptg	ⓣ	0
从小到大	wigd	ⓣ	3
从左到右	wdgd	ⓣ	0
从心所欲	wnrw	➆/ⓣ	0
从无到有	wfgd	ⓣ	9
从早到晚	wjgj	ⓣ	2
从未有过	wfdf	ⓣ	12
从此以后	whnr	ⓦ/ⓣ	9
从生到死	wtgg	ⓣ	0
从谏如流	wyvi	➆/ⓣ	0
从那以后	wvnr	ⓣ	0
从那时起	wvjf	ⓣ	0
从里到外	wjgq	ⓣ	0
从长计议	wtyy	★/➆/ⓣ	0
从零开始	wfgv	ⓦ/ⓣ	1
仓央嘉措	wmfr	ⓦ/ⓣ	42
仓皇失措	wrrr	ⓣ	1
仔仔细细	wwxx	ⓣ	4
仔细分析	wxws	ⓣ	1
仔细观察	wxcp	ⓣ	1
他山之石	wmpd	ⓣ	1
他山攻错	wmaq	➆/ⓣ	0
仗义执言	wyry	★/➆/ⓣ	2
仗义疏财	wynm	★/➆/ⓣ	0
仗势欺人	wraw	★/ⓣ	0
付之一炬	wpgo	★/➆/ⓣ	5
付之一笑	wpgt	★/➆/ⓣ	0
付之东流	wpai	★/➆/ⓣ	1
付出代价	wbww	ⓣ	0
付诸一炬	wygo	➆/ⓣ	0
付诸东流	wyai	★/➆/ⓣ	1
付诸实施	wypy	ⓣ	5
付诸行动	wytf	ⓣ	1
仙山琼阁	wmgu	➆/ⓣ	0
仙风道骨	wmum	★/ⓣ	1
代代相传	wwsw	★/ⓣ	9
代位继承	wwxb	➆/ⓦ/ⓣ	0
代数方程	woyt	➆/ⓦ/ⓣ	5
代表人物	wgwt	ⓣ	9
代表会议	wgwy	ⓣ	2
代表大会	wgdw	ⓦ/ⓣ	44
令人不安	wwgp	ⓣ	2
令人作呕	wwwk	★/ⓣ	3
令人信服	wwwe	ⓣ	3
令人发指	wwnr	★/ⓣ	2
令人叹服	wwke	ⓣ	1
令人担忧	wwrn	ⓣ	1
令人振奋	wwrd	ⓣ	5
令人捧腹	wwre	★/ⓣ	0
令人满意	wwiu	ⓣ	4
令人瞩目	wwhh	ⓣ	7
令人神往	wwpt	★/ⓣ	2
令人羡慕	wwua	ⓣ	2
令人费解	wwxq	ⓣ	0
令人难忘	wwcy	ⓣ	0
令人鼓舞	wwfr	ⓣ	4
令出法随	wbib	➆	0
令行禁止	wtsh	★/➆/ⓣ	2
以一当十	ngif	★/➆/ⓦ/ⓣ	1
以下几点	ngmh	ⓣ	0
以人为本	nwys	➆/ⓣ	3
以人废言	nwyy	★/➆/ⓦ/ⓣ	0
以假乱真	nwtf	★/➆/ⓣ	6
以假充真	nwyf	ⓣ	3
以偏概全	nwsw	★/➆/ⓦ/ⓣ	1
以儆效尤	nwud	★/➆/ⓣ	1
以勤补拙	napr	ⓣ	0
以卵击石	nqfd	★/➆/ⓣ	0
以卵投石	nqrd	➆/ⓣ	0
以史为鉴	nkyj	ⓣ	0
以小见大	nimd	★/ⓣ	0
以少胜多	nieq	★/ⓣ	0
以工代干	nawf	★/ⓦ/ⓣ	0
以工代赈	nawm	★/ⓣ	1
以己度人	nnyw	➆/ⓣ	0
以弱胜强	nxex	★/ⓣ	0
以强凌弱	nxux	★/ⓣ	0
以德报怨	ntrq	★/➆/ⓦ/ⓣ	0
以怨报德	nqrt	★/➆/ⓣ	0
以战养战	nhuh	ⓦ/ⓣ	1
以攻为守	nayp	★/ⓣ	0
以暴制暴	njrj	ⓣ	1
以暴易暴	njjj	★/➆/ⓦ/ⓣ	0
以权谋私	nsyt	★/ⓣ	2
以柔克刚	ncdm	★/➆/ⓦ/ⓣ	2
以次充好	nuyv	ⓣ	5
以正视听	ngpk	★/ⓣ	0
以此为荣	nhya	ⓣ	0
以此类推	nhor	★/ⓣ	7
以毒攻毒	ngag	★/➆/ⓣ	2
以汤沃雪	niif	➆/ⓣ	0
以泪洗面	niid	★/➆/ⓦ/ⓣ	2
以点带面	nhgd	ⓣ	3
以牙还牙	naga	ⓦ/ⓣ	4
以理服人	ngew	★/ⓣ	0
以礼相待	npst	★/ⓣ	0
以色列人	nqgw	ⓦ/ⓣ	1
以观后效	ncru	★/ⓣ	0
以讹传讹	nywy	★/➆/ⓦ/ⓣ	5
以诚相待	nyst	★/ⓣ	0
以貌取人	nebw	★/➆/ⓦ/ⓣ	0
以资鼓励	nufd	★/ⓣ	0
以身作则	ntwm	★/➆/ⓣ	5
以身殉职	ntgb	★/ⓣ	0
以身相许	ntsy	★/ⓣ	1
以身许国	ntyl	★/ⓣ	1
以身试法	ntyi	★/➆/ⓣ	3
以退为进	nvyf	★/ⓣ	1
以逸待劳	nqta	★/➆/ⓦ/ⓣ	0
以邻为壑	nwyh	★/➆/ⓣ	0
以防万一	nbdg	★/ⓦ/ⓣ	3
以防不测	nbgi	★/ⓣ	0
以静制动	ngrf	ⓣ	1
以飨读者	nxyf	ⓣ	1
仨瓜俩枣	wrwg	➆/ⓣ	0
仪态万方	wddy	★/➆/ⓣ	2
仪表堂堂	wgii	★/ⓣ	3
仰人鼻息	wwtt	★/➆/ⓣ	1
仰卧起坐	wafw	★/ⓦ/ⓣ	2
仰天大笑	wgdt	ⓣ	0
仰天长叹	wgtk	ⓣ	1
仰天长啸	wgtk	ⓣ	0
仰面朝天	wdfg	ⓣ	1
